Item_Identifier;ID_Objet;Item_Weight;Item_Fat_Content;ID_Fat_Content;Item_Visibility;Item_Type;ID_Item_Type;Item_MRP;Outlet_Identifier;ID_Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;ID_Outlet_Size;Outlet_Location_Type;ID_Outlet_Location_Type;Outlet_Type;ID_Outlet_Type;Item_Outlet_Sales
NCB19;1274;6.525;Low Fat;1;9.029570800000002;Household;10;84.6882;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;601.2174
FDO39;716;6.985;Regular;2;13.7580452;Meat;11;182.8608;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4042.7376
NCV06;1507;11.3;Low Fat;1;6.681656499999999;Household;10;192.2478;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1356.2346
DRB13;5;6.115;Regular;2;1.179078;Soft Drinks;15;189.053;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;948.765
FDX51;1156;9.5;Regular;2;3.6921781000000005;Meat;11;194.2452;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;782.9808
FDC38;261;15.7;Low Fat;1;12.2742389;Canned;4;134.2942;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1192.4478
FDD04;281;16.0;Low Fat;1;8.997129199999998;Dairy;5;143.2154;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1701.7848
FDC05;240;13.1;Regular;2;9.9186992;Frozen Foods;6;198.7768;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3153.2288
FDL22;592;16.85;Low Fat;1;3.6596012;Snack Foods;14;90.6488;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;633.8416
FDV22;1031;14.85;Regular;2;1.6635488;Snack Foods;14;157.563;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;312.926
FDP07;733;18.2;Low Fat;1;9.0084098;Fruits and Vegetables;7;197.211;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3142.576
FDK27;558;11.0;Low Fat;1;0.8960444999999999;Meat;11;119.1756;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1696.4584
FDP31;752;21.1;Regular;2;16.2418495;Fruits and Vegetables;7;64.9168;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;639.168
NCI54;1347;15.2;Low Fat;1;5.6237906;Household;10;110.7912;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;109.1912
NCO07;1421;9.06;Low Fat;1;0.9791466999999999;Others;12;213.256;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4687.232
FDN31;671;11.5;Low Fat;1;7.2820884999999995;Fruits and Vegetables;7;191.253;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3036.048
NCO02;1418;11.15;Low Fat;1;7.335428599999998;Others;12;66.8142;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2372.9112
FDQ26;793;13.5;Regular;2;6.8010049000000015;Dairy;5;57.2562;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;770.3306
FDQ07;776;15.1;Regular;2;8.740686300000002;Fruits and Vegetables;7;221.8456;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;663.1368
FDB49;227;8.3;Regular;2;3.0198228;Baking Goods;1;98.2384;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2167.8448
FDY44;1198;14.15;Regular;2;2.4442501;Fruits and Vegetables;7;196.411;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2749.7540000000013
FDV44;1049;8.365;Regular;2;3.9844428999999995;Fruits and Vegetables;7;190.1188;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1904.188
FDI48;499;11.85;Regular;2;5.5805027;Baking Goods;1;53.0666;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;512.6659999999998
NCL05;1372;19.6;Low Fat;1;4.7888606;Health and Hygiene;9;42.277;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;605.878
FDT32;939;19.0;Regular;2;6.5735977000000005;Fruits and Vegetables;7;189.6214;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2826.321
FDM10;622;18.25;Low Fat;1;7.608971099999999;Snack Foods;14;212.9218;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3846.9924
FDS21;881;19.85;Regular;2;2.0908608;Snack Foods;14;63.5194;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;557.2746
FDD11;286;12.85;Low Fat;1;3.0678825;Starchy Foods;16;251.704;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3542.056
FDO58;728;19.6;Low Fat;1;3.9738393;Snack Foods;14;163.7526;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2960.1468
FDQ08;777;15.7;Regular;2;1.903743;Fruits and Vegetables;7;60.5536;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;490.0288
FDT28;937;13.3;Low Fat;1;6.356617000000001;Frozen Foods;6;151.3708;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3611.2992
FDT22;931;10.395;Low Fat;1;11.2553853;Snack Foods;14;59.022;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1378.206
FDB58;234;10.5;Regular;2;1.3493913999999998;Snack Foods;14;143.7154;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3119.9388
FDN45;679;19.35;Low Fat;1;11.810276900000002;Snack Foods;14;224.8088;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2013.3792
FDZ45;1247;14.1;Low Fat;1;6.6820330000000006;Snack Foods;14;198.9084;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;4761.8016
FDJ38;528;8.6;Regular;2;4.0205535;Canned;4;188.753;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;7590.12
NCT06;1487;17.1;Low Fat;1;3.8816115;Household;10;166.4842;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1326.2736
NCP30;1441;20.5;Low Fat;1;3.2819637000000004;Household;10;38.9822;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;982.055
FDR27;839;15.1;Regular;2;9.624984199999998;Meat;11;134.4942;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2119.9072
FDW39;1096;6.69;Regular;2;6.396817760952247;Meat;11;176.937;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;4234.488
FDK21;553;7.905;Low Fat;1;1.0003987;Snack Foods;14;250.7408;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;5757.8384
FDJ04;509;18.0;Low Fat;1;12.4452048;Frozen Foods;6;118.5124;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1303.6364
FDZ13;1222;7.84;Regular;2;15.4363209;Canned;4;50.835;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;599.22
FDS16;878;15.15;Regular;2;6.6551268;Frozen Foods;6;144.67600000000004;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3954.852
FDD56;315;15.2;Regular;2;17.3703549;Fruits and Vegetables;7;175.8054;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;1050.6324
FDI57;504;19.85;Low Fat;1;5.4025644;Seafood;13;197.2768;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;6503.5344
FDI56;503;7.325;Low Fat;1;9.3385381;Fruits and Vegetables;7;91.3146;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1641.8628
NCT42;1493;5.88;Low Fat;1;2.4937792;Household;10;148.4392;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2087.9488
FDM25;632;10.695;Regular;2;6.0654268;Breakfast;3;174.7712;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3339.6528
NCY30;1541;20.25;Low Fat;1;2.5953257;Household;10;179.5976;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2535.3664
FDD44;306;8.05;Regular;2;7.884393000000001;Fruits and Vegetables;7;257.0646;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;8760.5964
FDK45;569;11.65;Low Fat;1;3.3851785000000003;Seafood;13;112.186;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1018.674
FDN45;679;19.35;Low Fat;1;11.8342285;Snack Foods;14;222.6088;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1789.6704
FDQ09;778;7.235;Low Fat;1;5.8121214000000005;Snack Foods;14;115.8834;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1382.2008
FDC17;248;12.15;Low Fat;1;1.5457802999999999;Frozen Foods;6;209.9928;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;5259.82
FDD45;307;8.615;Low Fat;1;11.6152226;Fruits and Vegetables;7;94.1436;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1512.6976
FDD41;305;6.765;Regular;2;8.7260103;Frozen Foods;6;105.0306;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2090.612
FDU46;1001;10.3;Regular;2;1.1126299999999998;Snack Foods;14;87.25399999999998;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1211.756
FDO45;719;13.15;Regular;2;3.8167453;Snack Foods;14;89.4856;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1230.3984
FDG41;418;8.84;Regular;2;7.6547632;Frozen Foods;6;109.5228;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1657.842
DRC13;11;8.26;Regular;2;6.396817760952247;Soft Drinks;15;122.573;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;739.038
FDX50;1155;20.1;Low Fat;1;7.4931201;Dairy;5;108.9228;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1105.228
FDK56;576;9.695;Low Fat;1;6.396817760952247;Fruits and Vegetables;7;185.1898;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2619.2572
NCL18;1376;18.85;Low Fat;1;16.758389;Household;10;194.6136;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2721.7904
FDN57;686;18.25;Low Fat;1;5.4318517;Snack Foods;14;140.9154;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;6381.693
NCU17;1498;5.32;Low Fat;1;6.396817760952247;Health and Hygiene;9;101.7674;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1120.5414
FDL14;587;8.115;Regular;2;3.2152786000000004;Canned;4;157.3972;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1869.5664
NCU18;1499;15.1;Low Fat;1;5.5840055;Household;10;139.8496;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1411.496
NCH43;1336;8.42;Low Fat;1;7.0968081000000005;Household;10;215.9192;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1941.4728
FDH41;456;9.0;Low Fat;1;8.1996013;Frozen Foods;6;216.2534;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4301.068
FDS28;888;8.18;Regular;2;8.2737261;Frozen Foods;6;57.3588;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;343.5528
FDS40;897;15.35;Low Fat;1;1.4047825;Frozen Foods;6;36.719;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;585.904
FDD10;285;20.6;Regular;2;4.5982389;Snack Foods;14;177.0344;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;535.3032
DRQ35;142;9.3;Low Fat;1;4.2256257;Hard Drinks;8;124.4388;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1609.9044
NCL05;1372;19.6;Low Fat;1;6.396817760952247;Health and Hygiene;9;42.877;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;649.155
FDJ48;534;11.3;Low Fat;1;5.6424146;Baking Goods;1;247.8118;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2223.1062
FDJ26;521;15.3;Regular;2;8.4749164;Canned;4;215.5218;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4060.7142
NCN05;1402;8.235;Low Fat;1;1.4541462;Health and Hygiene;9;184.495;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3844.995
FDK09;547;15.2;Low Fat;1;9.176330300000002;Snack Foods;14;228.5352;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1832.2816
DRF25;43;9.0;Low Fat;1;3.9004193;Soft Drinks;15;37.019;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;659.1419999999998
FDG14;401;9.0;Regular;2;5.060313000000002;Canned;4;150.9024;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;4402.2696
FDZ31;1235;15.35;Regular;2;11.3195815;Fruits and Vegetables;7;190.8504;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3643.2576
FDC57;275;20.1;Regular;2;5.4584207000000005;Fruits and Vegetables;7;193.382;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4247.804
FDU46;1001;10.3;Regular;2;1.8623146000000002;Snack Foods;14;87.854;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;259.66200000000003
FDU22;981;12.35;Low Fat;1;9.3278912;Snack Foods;14;118.7124;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2607.2728
DRG23;56;8.88;Low Fat;1;8.6957199;Hard Drinks;8;152.5682;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1372.2138
FDR23;835;15.85;Low Fat;1;13.689554;Breads;2;176.437;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;529.311
FDI14;477;14.1;Low Fat;1;9.004308199999999;Canned;4;140.1496;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;846.8976
NCN42;1413;20.25;Low Fat;1;1.4251461000000003;Household;10;148.6418;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2648.5524
NCM41;1396;16.5;Low Fat;1;3.5711426;Health and Hygiene;9;93.612;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1584.604
FDT55;958;13.6;Regular;2;4.3655155;Fruits and Vegetables;7;156.7946;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3629.2758
FDL46;608;20.35;Low Fat;1;9.048021400000001;Snack Foods;14;119.5466;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;117.8466
FDQ57;814;7.275;Low Fat;1;2.7942357;Snack Foods;14;145.076;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1611.236
FDQ16;785;19.7;Low Fat;1;4.1730507;Frozen Foods;6;109.2912;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2402.2064
NCX18;1529;14.15;Low Fat;1;0.8829805999999999;Household;10;196.811;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;4517.453
FDM34;637;19.0;Low Fat;1;6.772232499999999;Snack Foods;14;130.8626;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1573.9512
NCA06;1262;20.5;Low Fat;1;6.396817760952247;Household;10;37.119;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;842.237
DRD12;18;6.96;Low Fat;1;7.7193561;Soft Drinks;15;89.9146;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1277.0044
FDP04;732;15.35;Low Fat;1;1.3869038999999999;Frozen Foods;6;62.5168;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;447.4176
NCH30;1334;17.1;Low Fat;1;6.729024400000001;Household;10;114.586;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1584.604
FDS04;868;10.195;Regular;2;14.6960375;Frozen Foods;6;142.2838;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1685.8056
FDU59;1012;5.78;Low Fat;1;9.6536082;Breads;2;162.8552;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3574.0144
DRG11;53;6.385;Low Fat;1;8.400831599999998;Hard Drinks;8;108.2596;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1186.4556
FDA15;157;9.3;Low Fat;1;1.601936;Dairy;5;248.5092;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;6474.2392
FDZ03;1215;13.65;Regular;2;13.187274;Dairy;5;188.024;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;745.696
FDJ16;517;9.195;Low Fat;1;11.4863923;Frozen Foods;6;59.0246;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1853.5872
FDZ12;1221;9.17;Low Fat;1;10.3138922;Baking Goods;1;141.747;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3006.087
FDH09;435;12.6;Low Fat;1;5.6191301;Seafood;13;53.2982;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;736.3748
FDT13;924;14.85;Low Fat;1;1.8676689999999998;Canned;4;188.7214;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3956.8494
FDU20;979;19.35;Regular;2;2.1578923;Fruits and Vegetables;7;120.5098;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1807.647
DRH25;71;18.7;Low Fat;1;6.396817760952247;Soft Drinks;15;52.2324;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;467.3916
FDK26;557;5.46;Regular;2;3.2242661;Canned;4;187.624;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3542.056
FDU32;989;8.785;Low Fat;1;2.5962714;Fruits and Vegetables;7;120.9414;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1949.4624
FDI22;483;12.6;Low Fat;1;9.6407554;Snack Foods;14;210.8612;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3344.9792
NCB54;1279;8.76;Low Fat;1;5.0256604000000005;Health and Hygiene;9;127.3336;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2684.5056
FDX46;1151;12.3;Regular;2;5.823462099999999;Snack Foods;14;58.7562;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;592.562
NCC07;1282;19.6;Low Fat;1;2.3931217;Household;10;103.1964;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;736.3748
FDM16;627;8.155;Regular;2;3.3692089000000003;Frozen Foods;6;76.2354;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1279.0018
DRI01;78;7.97;Low Fat;1;3.4647829;Soft Drinks;15;171.2422;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3103.9596
FDD50;311;18.85;Low Fat;1;14.2219209;Canned;4;167.6132;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1522.0188
FDJ08;511;11.1;Low Fat;1;11.089655;Fruits and Vegetables;7;191.5846;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2101.9306
NCK18;1364;9.6;Low Fat;1;0.6708516999999999;Household;10;164.6184;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2972.1312
FDQ14;783;9.27;Low Fat;1;10.3419257;Dairy;5;148.105;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;149.805
FDS51;906;13.35;Low Fat;1;3.2180493999999995;Meat;11;61.2194;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;433.4358
FDA04;149;11.3;Regular;2;6.671737799999999;Frozen Foods;6;260.8962;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4920.9278
FDP10;736;19.0;Low Fat;1;12.881466900000001;Snack Foods;14;107.6622;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1164.4842
FDT36;943;12.3;Low Fat;1;11.1500259;Baking Goods;1;35.6874;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;846.8976
FDH38;454;6.425;Low Fat;1;1.0497273;Canned;4;118.3808;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2812.3392
FDC16;247;11.5;Regular;2;2.0653603;Dairy;5;84.954;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;865.54
FDF17;367;5.19;Low Fat;1;4.2687151;Frozen Foods;6;195.911;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2946.165
FDU23;982;12.15;Low Fat;1;2.1705417;Breads;2;163.5184;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3137.2496
FDB34;215;15.25;Low Fat;1;2.6651184;Snack Foods;14;86.6198;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1657.1762
FDW26;1085;11.8;Regular;2;10.6968096;Dairy;5;221.6772;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3113.2808
FDP45;762;15.7;Regular;2;3.0686952000000005;Snack Foods;14;253.4724;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1510.0344
FDD38;302;16.75;Regular;2;0.8191729;Canned;4;103.5674;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1629.8784
FDM60;651;10.8;Regular;2;4.8218142;Baking Goods;1;42.2138;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;690.4346
FDW26;1085;11.8;Regular;2;10.703694300000002;Dairy;5;220.3772;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4447.544
FDT33;940;7.81;Regular;2;3.4043502999999995;Snack Foods;14;168.7158;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2673.8528
FDQ40;803;11.1;Regular;2;3.6027524;Frozen Foods;6;177.2712;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3339.6528
FDX40;1147;12.85;Low Fat;1;6.396817760952247;Frozen Foods;6;38.3164;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;502.0132
FDU31;988;10.5;Regular;2;2.4986330000000003;Fruits and Vegetables;7;216.7508;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3038.7112
DRJ01;90;6.135;Low Fat;1;11.5032406;Soft Drinks;15;161.0236;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1288.9888
FDA15;157;9.3;Low Fat;1;1.6087658999999999;Dairy;5;249.6092;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;5976.2208
FDO04;691;16.6;Low Fat;1;6.396817760952247;Frozen Foods;6;54.6614;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;884.1824
NCF43;1318;8.51;Low Fat;1;5.193608599999999;Household;10;142.947;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3006.087
NCI17;1340;8.645;Low Fat;1;14.42339;Health and Hygiene;9;95.441;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3282.394
FDY47;1201;8.6;Regular;2;5.443912;Breads;2;128.83100000000002;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1038.648
NCS53;1484;14.5;Low Fat;1;8.977818699999998;Health and Hygiene;9;158.4604;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2693.8268
FDK38;564;6.65;Low Fat;1;5.3372768;Canned;4;149.5734;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2524.0478
FDW43;1098;20.1;Regular;2;2.2406575;Fruits and Vegetables;7;225.9036;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3643.2576
FDV57;1060;15.25;Regular;2;6.5896556;Snack Foods;14;179.266;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1438.128
FDX26;1135;17.7;Low Fat;1;8.8305201;Dairy;5;182.3292;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;4195.8716
FDR04;820;7.075;Low Fat;1;2.2566975;Frozen Foods;6;97.3068;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1263.6884
FDP19;742;11.5;Low Fat;1;6.396817760952247;Fruits and Vegetables;7;129.3652;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2066.6432
FDT07;918;5.82;Regular;2;7.7756427000000015;Fruits and Vegetables;7;254.533;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1281.665
DRB24;6;8.785;Low Fat;1;2.0609218;Soft Drinks;15;155.1656;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4016.1056
FDB36;217;5.465;Regular;2;6.396817760952247;Baking Goods;1;129.1626;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3672.5528
FDP45;762;15.7;Regular;2;3.0624844;Snack Foods;14;252.2724;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1258.362
NCC43;1288;7.39;Low Fat;1;9.2705683;Household;10;251.9066;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;4267.1122
FDW24;1083;6.8;Low Fat;1;3.748996;Baking Goods;1;48.6034;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;291.6204
FDN10;658;11.5;Low Fat;1;4.6115083000000014;Snack Foods;14;120.2124;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1540.6612
FDE23;332;17.6;Regular;2;5.3170949;Starchy Foods;16;45.606;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1724.422
FDV16;1027;7.75;Regular;2;8.291501700000001;Frozen Foods;6;34.9558;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;645.1602
FDN21;664;18.6;Low Fat;1;7.697511799999999;Snack Foods;14;161.8236;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1611.236
DRC25;13;5.73;Low Fat;1;4.5371855000000005;Soft Drinks;15;86.0882;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1116.5466
NCP18;1439;12.15;Low Fat;1;2.8642712;Household;10;149.0708;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1203.7664
FDW60;1113;5.44;Regular;2;1.7047751;Baking Goods;1;174.637;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2999.429
FDY04;1167;17.7;Regular;2;4.2562588;Frozen Foods;6;165.021;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3425.541
DRN47;135;12.1;Low Fat;1;1.6812745;Hard Drinks;8;180.666;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;4134.618
FDU13;974;8.355;Low Fat;1;6.396817760952247;Canned;4;145.6418;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3384.2614
FDT39;946;6.26;Regular;2;1.6516867000000002;Meat;11;151.1366;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;453.4098
NCQ18;1453;15.75;Low Fat;1;13.4960397;Household;10;101.37;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2097.27
FDV25;1034;5.905;Low Fat;1;4.5614252;Canned;4;221.5456;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;6852.4136
NCE30;1305;16.0;Low Fat;1;9.9136036;Household;10;210.3902;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1486.7314
NCN42;1413;20.25;Low Fat;1;1.4222617;Household;10;148.9418;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3531.4032
FDW25;1084;5.175;Low Fat;1;3.7457097999999998;Canned;4;83.4224;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1448.7808
